Customer ID,Age,Annual Income (K$),Gender,Product Category Purchased,Average Spend per Visit ($),Number of Visits in Last 6 Months,Customer Segment
38,68,100,Male,Electronics,154.12464201963107,21,Premium Shopper
39,61,102,Female,Fashion,95.06924903945854,23,Regular Shopper
40,69,54,Male,Home,144.31653568575518,14,Premium Shopper
41,20,126,Female,Home,71.21694055549457,38,Premium Shopper
42,54,94,Male,Books,170.42027586720147,29,Regular Shopper
43,68,144,Male,Books,111.61733486562179,32,Premium Shopper
44,24,35,Female,Home,189.28548614649446,19,Budget Shopper
45,38,47,Female,Home,24.974781437366495,24,Premium Shopper
46,26,39,Female,Electronics,107.71259666299413,17,Regular Shopper
47,56,121,Female,Fashion,155.62649673956275,24,Regular Shopper
48,35,40,Female,Books,124.02900313398679,35,Regular Shopper
49,21,126,Female,Electronics,14.406886681100124,22,Premium Shopper
50,42,94,Male,Fashion,194.74434888533736,32,Budget Shopper
51,31,106,Male,Books,66.6701016844207,8,Regular Shopper
52,67,130,Male,Electronics,57.36279460961259,28,Regular Shopper
53,26,113,Female,Others,102.27537636525011,13,Budget Shopper
54,43,94,Female,Others,113.0100404294363,36,Regular Shopper
55,19,81,Female,Books,155.5947461420668,36,Premium Shopper
56,37,96,Male,Electronics,84.72199495520793,25,Regular Shopper
57,45,111,Female,Fashion,93.59247152782032,31,Regular Shopper
58,64,134,Male,Fashion,111.64238402742788,12,Premium Shopper
59,24,107,Female,Electronics,84.93354895091173,23,Budget Shopper
60,61,60,Female,Others,183.76413502921963,33,Budget Shopper
61,25,120,Female,Electronics,171.73787366050792,23,Regular Shopper
62,64,46,Male,Others,96.44500206479688,9,Premium Shopper
63,52,84,Female,Others,10.037023844090257,26,Premium Shopper
64,31,139,Male,Fashion,181.1775541505633,39,Budget Shopper
65,34,122,Female,Books,33.6239489534984,14,Budget Shopper
66,53,65,Female,Home,56.45735888686878,19,Budget Shopper
67,67,130,Female,Electronics,38.94864402942566,6,Premium Shopper
68,57,55,Female,Others,44.164958296394516,26,Premium Shopper
69,21,82,Male,Electronics,162.5467321990686,39,Premium Shopper
70,19,46,Female,Books,120.1052739165256,23,Regular Shopper
71,23,115,Male,Books,191.6580809938162,16,Regular Shopper
72,59,54,Female,Home,53.97616734150613,38,Budget Shopper
73,21,31,Female,Home,102.27063254493446,24,Budget Shopper
74,46,148,Female,Others,195.7113901256693,11,Regular Shopper
75,35,115,Male,Home,167.02426771220624,28,Regular Shopper
76,43,34,Female,Others,148.4369790328933,7,Regular Shopper
77,61,33,Male,Fashion,45.90528826045047,10,Regular Shopper
78,51,65,Male,Others,156.18702617284606,37,Budget Shopper
79,27,35,Female,Home,76.03737329322438,38,Regular Shopper
80,53,145,Male,Electronics,110.80201043888395,37,Regular Shopper
81,31,50,Female,Home,125.74063047751264,33,Premium Shopper
82,48,106,Male,Books,125.77910518960827,27,Budget Shopper
83,65,147,Male,Home,148.03945966356812,8,Budget Shopper
84,32,130,Male,Fashion,135.72339760201908,9,Premium Shopper
85,25,148,Male,Others,22.99046706901207,38,Budget Shopper
86,31,118,Female,Books,96.89593493033038,20,Budget Shopper
87,40,55,Male,Others,136.16410527679605,7,Regular Shopper
88,57,84,Female,Others,66.23866661148844,18,Regular Shopper
89,38,68,Male,Home,69.48077057111405,37,Budget Shopper
90,33,113,Female,Electronics,33.66783407337695,32,Premium Shopper
91,62,62,Female,Books,89.53684733522252,19,Premium Shopper
92,35,43,Male,Fashion,197.49778251817318,8,Budget Shopper
93,64,85,Male,Fashion,64.2106786447271,24,Budget Shopper
94,41,129,Female,Electronics,110.97300961035863,29,Budget Shopper
95,43,110,Male,Electronics,151.21507802802603,39,Budget Shopper
96,42,50,Male,Home,12.564481468011426,26,Regular Shopper
97,62,75,Male,Fashion,181.0835163236768,39,Regular Shopper
98,58,45,Male,Books,83.44453509773832,32,Budget Shopper
99,46,139,Male,Electronics,175.13203747508663,14,Premium Shopper
100,32,45,Male,Electronics,17.40005519090083,20,Regular Shopper
101,62,149,Male,Electronics,37.67607485409842,27,Budget Shopper
102,18,113,Male,Books,71.28059635073625,23,Premium Shopper
103,42,58,Male,Fashion,75.63773688202296,5,Regular Shopper
104,24,121,Female,Books,171.08090237532315,5,Regular Shopper
105,26,37,Male,Books,12.128211923764688,30,Budget Shopper
106,41,117,Male,Home,131.81123752923912,38,Premium Shopper
107,18,32,Male,Electronics,34.94936287392455,6,Budget Shopper
108,61,118,Male,Fashion,166.4109736350994,32,Regular Shopper
109,25,48,Male,Home,157.92892053200333,24,Premium Shopper
110,41,126,Female,Home,104.98499520812811,31,Regular Shopper
111,28,95,Female,Others,50.41057284735128,32,Budget Shopper
112,68,108,Male,Electronics,130.55412428345568,35,Budget Shopper
113,34,115,Female,Fashion,39.68908035495267,11,Regular Shopper
114,25,103,Male,Fashion,46.10452059260415,12,Budget Shopper
115,52,111,Male,Fashion,129.07108142281797,36,Budget Shopper
116,52,51,Female,Electronics,198.33340475683863,15,Regular Shopper
117,50,75,Female,Fashion,179.3015590779838,30,Premium Shopper
118,22,142,Female,Books,122.69039795989865,29,Regular Shopper
119,59,120,Female,Books,112.3219860658105,11,Regular Shopper
120,56,42,Female,Electronics,199.69312720154062,24,Premium Shopper
121,58,62,Male,Fashion,114.0054580504398,34,Budget Shopper
122,45,34,Male,Others,89.82213917229434,5,Premium Shopper
123,24,119,Male,Others,182.81555179731487,22,Regular Shopper
124,26,106,Female,Others,54.49501621516477,12,Premium Shopper
125,25,56,Male,Books,28.529938156393705,33,Budget Shopper
126,29,107,Female,Others,130.47710652874775,26,Premium Shopper
127,51,53,Male,Fashion,28.21143041606231,36,Premium Shopper
128,50,96,Female,Fashion,80.89822202106242,18,Regular Shopper
129,65,140,Female,Others,90.4797032605269,6,Premium Shopper
130,40,144,Male,Home,114.0322327393543,39,Regular Shopper
131,41,92,Male,Others,198.41531369211285,11,Budget Shopper
132,54,142,Male,Home,51.986527433304346,7,Premium Shopper
133,52,123,Male,Electronics,81.39371191631328,19,Premium Shopper
134,61,128,Female,Electronics,35.125623638025026,38,Regular Shopper
135,57,77,Male,Fashion,125.4465699463146,26,Regular Shopper
136,39,92,Female,Books,148.25790463848836,22,Budget Shopper
137,44,107,Male,Fashion,101.59459641481698,22,Regular Shopper
138,52,41,Male,Fashion,56.707940975094495,38,Regular Shopper
139,18,57,Male,Books,127.96877114453206,22,Budget Shopper
140,52,73,Male,Fashion,112.4399674400814,33,Regular Shopper
141,54,122,Male,Books,42.52528744670637,16,Regular Shopper
142,64,72,Female,Fashion,87.07956109540476,22,Regular Shopper
143,31,46,Male,Electronics,92.68744741068704,35,Regular Shopper
144,20,69,Female,Home,196.69737321657226,19,Budget Shopper
145,18,78,Male,Fashion,171.36430810954914,34,Budget Shopper
146,22,114,Female,Home,149.53044977198283,32,Regular Shopper
147,43,86,Male,Others,178.86763484556002,19,Premium Shopper
148,31,116,Male,Fashion,149.74203710745584,37,Budget Shopper
149,56,113,Male,Electronics,181.64635247388932,6,Premium Shopper
150,44,93,Female,Books,20.365091827106518,12,Regular Shopper
151,26,104,Female,Electronics,96.65257976071415,37,Regular Shopper
152,32,86,Male,Home,151.9106836959484,39,Budget Shopper
153,32,127,Male,Books,120.82620135590257,22,Premium Shopper
154,43,103,Male,Electronics,43.281571188649465,30,Budget Shopper
155,59,103,Female,Electronics,74.69349644042151,25,Budget Shopper
156,30,136,Male,Electronics,70.37713125507133,32,Budget Shopper
157,68,99,Female,Books,59.65591350502384,24,Regular Shopper
158,49,129,Male,Electronics,75.19575516765356,24,Premium Shopper
159,56,117,Female,Electronics,107.822124807613,8,Regular Shopper
160,66,105,Female,Home,172.42511470882243,38,Regular Shopper
161,69,72,Female,Electronics,150.9862058548137,17,Regular Shopper
162,49,148,Male,Electronics,168.6974437630844,35,Budget Shopper
163,21,52,Female,Others,177.8847114669864,11,Regular Shopper
164,47,56,Male,Books,89.06858665854539,21,Regular Shopper
165,54,87,Female,Others,75.74499396508196,16,Regular Shopper
166,40,138,Male,Home,20.948442519990742,34,Regular Shopper
167,56,66,Female,Others,186.79340815652253,38,Regular Shopper
168,62,35,Female,Fashion,22.50637340824735,26,Regular Shopper
169,32,94,Male,Books,150.81574792038938,25,Premium Shopper
170,60,35,Male,Electronics,81.84057784846156,13,Budget Shopper
171,46,79,Female,Others,190.2683471548454,16,Regular Shopper
172,53,51,Female,Others,89.72438397748451,21,Budget Shopper
173,30,134,Male,Electronics,165.15558675739612,20,Premium Shopper
174,49,117,Female,Electronics,63.704418111098555,9,Premium Shopper
175,24,54,Female,Home,66.82685627633086,23,Budget Shopper
176,68,108,Male,Others,123.1486878769025,32,Premium Shopper
177,39,119,Male,Others,199.61670040442002,21,Regular Shopper
178,45,101,Male,Fashion,108.3387594160473,26,Premium Shopper
179,19,80,Female,Fashion,187.8986409147252,39,Regular Shopper
180,59,117,Female,Others,159.3874673672583,19,Budget Shopper
181,62,77,Female,Fashion,161.21421969367464,23,Budget Shopper
182,23,131,Male,Others,92.83239793446518,30,Budget Shopper
183,45,99,Female,Books,83.44302753283212,39,Budget Shopper
184,45,147,Male,Home,46.465143537254924,27,Budget Shopper
185,61,128,Male,Fashion,193.14884072689418,14,Budget Shopper
186,61,135,Female,Others,192.2847863643258,26,Regular Shopper
187,37,94,Male,Fashion,151.94286951893474,15,Budget Shopper
188,47,89,Female,Home,66.28796547200722,30,Premium Shopper
189,28,75,Male,Books,56.584112665033615,5,Regular Shopper
190,45,65,Male,Electronics,197.83594605352295,25,Regular Shopper
191,42,87,Male,Electronics,22.643134870553723,12,Regular Shopper
192,56,105,Female,Fashion,170.2772155068487,24,Regular Shopper
193,50,67,Male,Others,77.53702009167019,21,Budget Shopper
194,18,40,Female,Home,89.5852467481719,19,Budget Shopper
195,44,41,Male,Books,168.07575326227905,25,Budget Shopper
196,69,71,Male,Books,27.214573041018024,5,Premium Shopper
197,30,143,Male,Books,77.29223891884887,7,Budget Shopper
198,58,68,Female,Electronics,190.88461266221887,35,Budget Shopper
199,20,100,Female,Home,142.8225234265387,35,Premium Shopper
200,56,40,Female,Electronics,153.43844131311917,25,Budget Shopper
201,23,65,Female,Fashion,153.9260071815405,27,Budget Shopper
202,25,81,Female,Books,21.508315801149458,21,Regular Shopper
203,44,60,Male,Home,48.60944271948192,26,Budget Shopper
204,26,62,Male,Books,103.34001865543024,26,Premium Shopper
205,54,42,Female,Electronics,79.94854417032128,12,Regular Shopper
206,50,47,Female,Electronics,88.07333569524216,12,Premium Shopper
207,68,70,Female,Electronics,158.4750019388778,18,Premium Shopper
208,59,87,Female,Books,12.789054662869702,28,Budget Shopper
209,61,85,Male,Home,135.49346600103536,26,Regular Shopper
210,41,53,Female,Home,10.020944042346267,19,Budget Shopper
211,32,102,Female,Fashion,21.981119859486302,24,Regular Shopper
212,49,60,Female,Books,87.57436276914855,31,Regular Shopper
213,49,84,Female,Fashion,169.78021876291606,32,Regular Shopper
214,41,134,Male,Fashion,37.54919545724749,26,Premium Shopper
215,58,39,Male,Fashion,115.3780677344362,35,Budget Shopper
216,69,89,Female,Fashion,138.91599309708138,13,Regular Shopper
217,66,31,Male,Electronics,53.6112479927105,27,Regular Shopper
218,66,131,Male,Fashion,107.34274850122077,9,Premium Shopper
219,69,44,Female,Home,183.16738379625653,21,Regular Shopper
220,29,32,Female,Fashion,107.32341981945123,9,Regular Shopper
221,56,72,Male,Electronics,39.89138173965311,11,Budget Shopper
222,19,60,Male,Others,129.2847163706335,12,Premium Shopper
223,20,99,Male,Others,122.51803420161767,11,Premium Shopper
224,66,96,Male,Others,15.121404361644933,26,Regular Shopper
225,54,85,Male,Books,27.212937092037656,25,Regular Shopper
226,66,92,Female,Home,39.78845747679205,8,Premium Shopper
227,34,104,Male,Electronics,35.894924736755286,36,Regular Shopper
228,66,44,Male,Others,59.29849640657729,33,Regular Shopper
229,19,138,Male,Electronics,96.28001141475791,34,Premium Shopper
230,19,145,Male,Electronics,80.62609660080705,7,Regular Shopper
231,45,121,Male,Books,179.22347936687342,9,Budget Shopper
232,40,39,Male,Others,126.30078778720404,23,Regular Shopper
233,54,67,Male,Fashion,176.46742649275018,12,Premium Shopper
234,49,76,Male,Electronics,110.13747173434379,35,Budget Shopper
235,50,86,Female,Others,27.075389430974592,31,Regular Shopper
236,18,79,Female,Electronics,98.02461532262262,17,Budget Shopper
237,36,143,Male,Books,166.18618390004934,10,Premium Shopper
238,19,100,Female,Books,46.87971576175054,5,Budget Shopper
239,61,44,Female,Fashion,27.330712963003453,34,Regular Shopper
240,43,47,Female,Books,72.59260028426942,15,Regular Shopper
241,49,111,Female,Others,83.89058782162653,35,Premium Shopper
242,23,145,Female,Books,68.18895851712183,20,Budget Shopper
243,49,134,Female,Fashion,35.69574926866564,19,Budget Shopper
244,21,117,Male,Home,57.65957334712576,9,Premium Shopper
245,28,31,Male,Electronics,139.63365687440097,19,Premium Shopper
246,34,133,Female,Electronics,83.32641809570114,5,Premium Shopper
247,55,113,Male,Others,130.1843944775256,19,Premium Shopper
248,41,127,Female,Fashion,111.89771818455917,12,Regular Shopper
249,22,72,Male,Fashion,114.32005857295711,26,Regular Shopper
250,69,55,Male,Fashion,57.224416010081235,31,Premium Shopper
251,51,100,Male,Electronics,109.09317622595451,38,Premium Shopper
252,23,67,Female,Books,14.482995634008338,34,Budget Shopper
253,39,123,Male,Electronics,92.03131104173598,16,Regular Shopper
254,28,71,Male,Electronics,118.79833640608386,6,Budget Shopper
255,65,34,Female,Electronics,44.57916805728077,26,Budget Shopper
256,33,40,Female,Books,58.746116187300764,21,Regular Shopper
257,50,94,Male,Home,51.710893764967686,39,Premium Shopper
258,26,63,Female,Others,23.406011500430594,27,Regular Shopper
259,23,149,Male,Home,76.0928910166171,33,Budget Shopper
260,33,30,Male,Home,196.00349562586848,33,Regular Shopper
261,46,112,Female,Electronics,77.23727722808592,23,Premium Shopper
262,20,31,Female,Home,97.50195814902537,21,Regular Shopper
263,37,114,Male,Electronics,134.08657768171128,12,Premium Shopper
264,53,49,Female,Electronics,133.21457272213036,11,Premium Shopper
265,36,90,Male,Others,190.4800462035386,15,Budget Shopper
266,43,116,Female,Fashion,172.9371866758338,7,Budget Shopper
267,20,50,Female,Electronics,160.85063054997892,6,Premium Shopper
268,36,117,Female,Home,190.80917289787902,23,Premium Shopper
269,37,97,Female,Others,53.84542324180261,32,Budget Shopper
270,49,41,Female,Home,127.24029697814059,32,Premium Shopper
271,24,51,Male,Fashion,178.5673856772097,29,Regular Shopper
272,69,49,Male,Books,128.58625007283933,15,Premium Shopper
273,58,111,Male,Fashion,195.70989017530522,6,Premium Shopper
274,50,30,Female,Others,29.067015642212013,16,Budget Shopper
275,57,59,Male,Fashion,93.47279553070805,16,Budget Shopper
276,56,126,Male,Fashion,195.69895250264088,29,Budget Shopper
277,35,53,Female,Others,82.1179254282859,35,Regular Shopper
278,57,43,Female,Others,150.51571126886785,21,Premium Shopper
279,18,65,Female,Home,15.776551204943345,16,Premium Shopper
280,28,98,Male,Electronics,142.01905177975948,34,Budget Shopper
281,45,104,Male,Books,187.57907918023992,6,Premium Shopper
282,42,53,Female,Books,82.71419418610051,20,Premium Shopper
283,67,89,Male,Books,14.046969206116598,5,Regular Shopper
284,40,124,Male,Fashion,15.302862835141932,38,Premium Shopper
285,48,84,Female,Others,179.4844280851069,5,Regular Shopper
286,47,106,Male,Others,147.27806034828973,7,Premium Shopper
287,59,109,Female,Others,30.27041300305017,38,Budget Shopper
288,52,53,Male,Electronics,20.372152639727346,16,Budget Shopper
289,24,106,Female,Others,162.91681908694108,31,Premium Shopper
290,33,53,Male,Others,163.8735202330182,29,Budget Shopper
291,43,83,Male,Fashion,32.899149560489306,16,Regular Shopper
292,65,55,Female,Home,67.28887673884098,37,Budget Shopper
293,69,95,Female,Books,158.204952269039,13,Regular Shopper
294,66,109,Female,Fashion,109.8282934812612,5,Premium Shopper
295,19,67,Female,Fashion,191.75112353780688,27,Premium Shopper
296,18,139,Male,Fashion,101.40190261574094,32,Budget Shopper
297,65,94,Female,Books,138.62200813744738,7,Premium Shopper
298,29,142,Female,Fashion,106.858839490901,9,Premium Shopper
299,22,104,Female,Home,189.16344418015868,33,Regular Shopper
300,54,80,Female,Others,85.74522749284569,17,Regular Shopper
301,49,64,Female,Home,53.661326483934005,8,Premium Shopper
302,26,72,Male,Others,72.0604334533887,10,Budget Shopper
303,58,58,Female,Others,172.02728879139354,10,Budget Shopper
304,52,66,Female,Fashion,104.60832706730534,15,Budget Shopper
305,36,110,Female,Fashion,77.30793766542541,31,Premium Shopper
306,65,87,Male,Books,113.40940414380174,39,Budget Shopper
307,33,83,Male,Electronics,35.313644382600046,8,Budget Shopper
308,20,68,Male,Home,11.018267878863256,31,Premium Shopper
309,37,71,Female,Books,63.311089901763246,20,Regular Shopper
310,41,57,Female,Books,124.95108675887305,22,Regular Shopper
311,50,58,Male,Home,145.21934623566358,11,Premium Shopper
312,41,72,Male,Home,167.05608360687367,15,Regular Shopper
313,69,32,Female,Others,186.06607628494925,12,Budget Shopper
314,28,145,Female,Electronics,88.30134592330593,10,Premium Shopper
315,66,39,Female,Fashion,150.69819191591637,9,Premium Shopper
316,25,88,Male,Electronics,24.187856737631883,10,Regular Shopper
317,53,135,Female,Electronics,20.93069976669522,6,Premium Shopper
318,55,43,Female,Fashion,33.711618477369754,35,Premium Shopper
319,57,105,Male,Electronics,95.22812858784485,36,Budget Shopper
320,37,76,Male,Books,50.14347331476248,13,Premium Shopper
321,52,71,Male,Books,64.515738968185,19,Premium Shopper
322,65,123,Female,Fashion,133.0972329673375,25,Premium Shopper
323,42,61,Male,Fashion,78.11921397254073,32,Premium Shopper
324,52,61,Male,Home,115.9005959664242,31,Regular Shopper
325,42,71,Female,Home,88.35671377995253,9,Premium Shopper
326,46,61,Female,Electronics,42.10415854876572,21,Budget Shopper
327,35,55,Male,Electronics,24.06379814861988,28,Regular Shopper
328,63,144,Female,Fashion,54.88398410887869,35,Premium Shopper
329,35,30,Male,Electronics,20.963089203298427,39,Regular Shopper
330,19,85,Female,Others,127.5362723790633,8,Premium Shopper
331,52,135,Female,Books,161.18634427855906,24,Premium Shopper
332,33,31,Male,Electronics,74.55074596510616,21,Regular Shopper
333,58,110,Male,Electronics,83.55110051694807,14,Regular Shopper
334,53,59,Male,Home,165.07630192426825,25,Regular Shopper
335,50,149,Female,Others,52.296453350976456,25,Regular Shopper
336,21,132,Male,Electronics,32.6404503870261,20,Budget Shopper
337,50,100,Female,Books,105.21244229290643,37,Regular Shopper
338,31,81,Female,Electronics,132.77613221131506,14,Budget Shopper
339,38,120,Male,Fashion,123.93434075883106,22,Premium Shopper
340,65,38,Female,Others,145.63587860209435,37,Premium Shopper
341,37,51,Female,Electronics,20.78272461287454,33,Regular Shopper
342,25,63,Male,Others,91.35830642409084,35,Premium Shopper
343,24,139,Female,Electronics,55.32839954968169,28,Budget Shopper
344,20,78,Female,Books,154.2330393137446,16,Budget Shopper
345,34,30,Male,Books,175.81879197146642,24,Regular Shopper
346,50,102,Male,Others,63.453790753218826,10,Regular Shopper
347,65,113,Female,Home,28.09143502318757,12,Regular Shopper
348,29,82,Female,Home,58.1513127783654,18,Budget Shopper
349,68,112,Female,Fashion,29.76161292119474,9,Regular Shopper
350,39,129,Female,Home,71.26021156155622,7,Budget Shopper
351,39,69,Male,Others,112.25772988114689,26,Budget Shopper
352,63,74,Female,Home,194.99938133565922,12,Premium Shopper
353,47,97,Female,Fashion,85.88034832675812,18,Premium Shopper
354,55,38,Female,Electronics,51.80758553237801,11,Regular Shopper
355,55,134,Female,Home,41.69233067045866,8,Regular Shopper
356,62,51,Male,Others,42.87755556634844,23,Regular Shopper
357,68,47,Female,Others,46.593559819677246,28,Regular Shopper
358,25,105,Male,Fashion,154.83073428211495,20,Budget Shopper
359,44,135,Male,Fashion,21.595265172159785,10,Regular Shopper
360,44,72,Male,Books,199.5065143191765,12,Premium Shopper
361,51,68,Male,Books,109.31041432158962,29,Regular Shopper
362,38,102,Male,Books,113.41165991715688,36,Budget Shopper
363,47,35,Female,Electronics,77.93713695292492,29,Premium Shopper
364,50,112,Male,Others,141.14851828830288,14,Premium Shopper
365,45,77,Male,Books,99.57670476735156,21,Regular Shopper
366,64,140,Male,Others,72.52164414326447,7,Premium Shopper
367,50,36,Female,Fashion,60.376296704528144,13,Premium Shopper
368,22,109,Male,Electronics,185.87372931731932,22,Regular Shopper
369,65,98,Female,Fashion,65.28800785995983,34,Regular Shopper
370,36,45,Male,Others,92.91471929166997,9,Budget Shopper
371,21,30,Male,Books,76.56486640212897,36,Premium Shopper
372,52,144,Female,Fashion,26.37397721132683,31,Regular Shopper
373,66,66,Female,Home,45.32753495163075,25,Premium Shopper
374,34,132,Female,Electronics,46.00537531201258,28,Regular Shopper
375,61,112,Male,Others,141.79340773403442,7,Budget Shopper
376,45,147,Female,Books,87.25122789350374,20,Regular Shopper
377,47,66,Female,Fashion,158.57383698342514,19,Regular Shopper
378,46,110,Female,Electronics,144.70067562348981,29,Budget Shopper
379,63,93,Female,Books,46.48945561524715,12,Regular Shopper
380,23,119,Female,Fashion,116.95421482281913,8,Budget Shopper
381,52,115,Male,Others,151.15268074927252,36,Premium Shopper
382,58,91,Female,Home,130.27815546038738,39,Premium Shopper
383,54,101,Male,Home,124.00313653671637,34,Premium Shopper
384,41,90,Female,Others,150.5260686061459,34,Regular Shopper
385,46,62,Female,Electronics,20.788340458698308,21,Budget Shopper
386,66,95,Male,Others,148.97016999867225,23,Regular Shopper
387,63,59,Male,Fashion,61.80449999915139,35,Regular Shopper
388,48,140,Male,Electronics,118.65572835677727,21,Regular Shopper
389,52,49,Male,Home,56.03794899233642,6,Budget Shopper
390,50,89,Female,Fashion,169.37533871929915,33,Regular Shopper
391,69,111,Male,Books,101.30627731714364,34,Regular Shopper
392,38,136,Female,Books,132.15883028474687,26,Budget Shopper
393,49,103,Female,Books,160.87558826057833,15,Budget Shopper
394,40,53,Female,Home,180.10989846355923,37,Premium Shopper
395,50,149,Male,Others,149.09179844317478,23,Budget Shopper
396,20,33,Male,Electronics,38.26602947617709,7,Premium Shopper
397,35,66,Male,Home,172.36115022129943,26,Premium Shopper
398,42,33,Female,Fashion,127.52980401444617,22,Regular Shopper
399,59,106,Male,Fashion,125.79545409225199,34,Regular Shopper
400,48,118,Male,Books,185.0547063629351,5,Regular Shopper
401,20,106,Female,Electronics,57.27799557651779,24,Regular Shopper
402,57,47,Male,Books,55.52164751386633,9,Regular Shopper
403,63,117,Female,Fashion,107.50677539204275,16,Regular Shopper
404,41,95,Male,Fashion,152.6639826416244,15,Regular Shopper
405,67,77,Male,Others,94.97573456341674,28,Premium Shopper
406,49,62,Male,Others,130.4393640795564,22,Premium Shopper
407,64,87,Male,Others,95.97969760231658,12,Regular Shopper
408,39,112,Male,Books,125.97356429252406,33,Regular Shopper
409,40,102,Female,Electronics,166.22983749660511,26,Premium Shopper
410,19,57,Male,Others,44.29057225727543,6,Premium Shopper
411,44,64,Male,Home,142.12192146113696,27,Budget Shopper
412,59,132,Male,Others,159.61089047425483,20,Budget Shopper
413,19,39,Male,Books,94.95116742153867,12,Regular Shopper
414,43,94,Male,Electronics,71.41437964289231,8,Regular Shopper
415,34,71,Male,Others,12.573421545636396,18,Regular Shopper
416,57,114,Male,Electronics,161.44995424347778,13,Premium Shopper
417,50,38,Female,Home,72.30834521683774,15,Regular Shopper
418,26,89,Female,Fashion,77.88879918752954,20,Regular Shopper
419,60,140,Male,Electronics,73.84117098877434,17,Regular Shopper
420,65,44,Female,Others,104.76047285434424,21,Budget Shopper
421,56,128,Male,Books,143.47491891162466,18,Budget Shopper
422,46,86,Female,Books,156.65399489009707,33,Regular Shopper
423,59,98,Male,Books,84.58843687660008,21,Premium Shopper
424,43,134,Male,Books,135.98938665858213,5,Budget Shopper
425,52,51,Female,Electronics,146.9300075515499,24,Regular Shopper
426,67,93,Male,Books,66.4142930187025,37,Budget Shopper
427,42,70,Female,Fashion,28.358079212047723,6,Premium Shopper
428,41,116,Male,Home,179.98648692244788,21,Premium Shopper
429,30,100,Male,Electronics,138.65203463850264,27,Premium Shopper
430,24,85,Male,Electronics,133.14097768649538,26,Premium Shopper
431,53,52,Male,Books,21.191477890275817,5,Regular Shopper
432,62,137,Female,Books,165.39588092574604,16,Premium Shopper
433,37,54,Male,Electronics,117.5502896563501,17,Regular Shopper
434,18,120,Female,Books,171.09803929033757,18,Premium Shopper
435,25,134,Female,Books,195.16662490998468,14,Regular Shopper
436,63,35,Male,Books,191.849060967246,16,Premium Shopper
437,33,148,Male,Books,172.65697581413943,26,Regular Shopper
438,31,63,Female,Books,12.08000102796009,22,Budget Shopper
439,29,92,Female,Others,178.28816956502175,23,Regular Shopper
440,68,38,Male,Others,24.261839627252645,34,Regular Shopper
441,40,89,Female,Others,171.72685433358578,19,Premium Shopper
442,32,78,Female,Electronics,63.233073036208495,18,Premium Shopper
443,45,126,Female,Home,125.91298432133985,13,Budget Shopper
444,51,80,Male,Electronics,17.23296391847714,9,Premium Shopper
445,19,89,Female,Others,156.52452226246334,37,Regular Shopper
446,49,99,Female,Electronics,31.224163224264583,9,Premium Shopper
447,40,66,Female,Home,88.03075261839666,28,Premium Shopper
448,39,60,Female,Books,165.31474044180726,12,Regular Shopper
449,68,127,Male,Fashion,142.11630933658367,23,Budget Shopper
